"nessuno (pron.)","no-one, nobody, (+neg, s.b.) anyone,anybody ","nessuno (pron.)"
"dall'altra parte","on the other side","dall'altra parte"
"far fuori qn","to take sb out, get ride of sb","far fuori qn"
"ce la meritiamo","we have earned it","ce la meritiamo"
"come prima","as, like before","come prima"
"non ci penso minimamente","I don't think about it at all","non ci penso minimamente"
"opinione su di qualcosa","opinion about something","opinione su di qualcosa"
"ossia","that is, to be precise","ossia"
"tuttavia","nevertheless, yet","tuttavia"
"avere tutto il diritto","to have very right","avere tutto il diritto"
"per mezzo di","by means of, through","per mezzo di"
"chiunque","whoever, anyone (who), anybody","chiunque"
"cos'è che non va in me","what is wrong with me","cos'è che non va in me"
"piuttosto","rather","piuttosto"
"fino a","(time) until, up to, till; (place) as far as","fino a"
"(come) al solito","as usual","(come) al solito"
"fare la vita (di)","to live the life (of)","fare la vita (di)"
"a me tocca","it's my turn","a me tocca"
"vedere come va","to see how it goes","vedere come va"
"per colpa di","because of, thanks to","per colpa di"
"consono a","consistent with","consono a"
"nei confronti di","with regards to, regarding, towards","nei confronti di"
"perdita del controllo","loss of control","perdita del controllo"
"tra cui","including, among","tra cui"
"d'altronde","on the other hand","d'altronde"
"essere agli sgoccioli","to be nearly finished, to be nearly over","essere agli sgoccioli"
"in generale","generally, in general","in generale"
"tale","such (a)","tale"
"se gli va","if he feels like it","se gli va"
"dato che","given that","dato che"
"non avrei mai saltato il lavoro","I would never have skipped worked","non avrei mai saltato il lavoro"
"vai da una parte","you go one way","vai da una parte"
"decisamente","definitely, decidedly","decisamente"
"non mi va","I don't feel like it","non mi va"
"avere il morale a terra","","avere il morale a terra"
"ora come ora","right now","ora come ora"
"tirare fuori","to pull out, take out ","tirare fuori"
"non ce la faccio più","I can't do it anymore","non ce la faccio più"
"non me lo so spiegare","i don't know how to explain it","non me lo so spiegare"
"più avanti","later, in the future","più avanti"
"non so bene come prenderla","I don't know how to take it","non so bene come prenderla"
"come ti pare","whatever you like","come ti pare"
"ha i suoi lati negativi e positivi","has it's positives and negatives","ha i suoi lati negativi e positivi"
"qualsiasi","any; either; whatever","qualsiasi"
"siccome","since, as","siccome"
"vai avanti","(you) go ahead","vai avanti"
"volentieri","willingly, gladly","volentieri"
"essere in grado di fare qc","to be able to do sth","essere in grado di fare qc"
"non più","anymore","non più"
"per ricordare i vecchi tempi","to remember the old times","per ricordare i vecchi tempi"
"rispettivamente","respectively","rispettivamente"
"una dietro l'altra","one after the other","una dietro l'altra"
"ad esempio ","for example","ad esempio "
"schiantarsi contro","to crash into","schiantarsi contro"
"ci bevo sopra","I'm drinking on it","ci bevo sopra"
"a disposizione","at one's disposal","a disposizione"
"in definitiva","in the end; all in all","in definitiva"
"mi viene da","I feel like","mi viene da"
"gettare qc addosso a qn","to throw sth at sb; to throw sth over sb","gettare qc addosso a qn"
"faccende domestiche","chores","faccende domestiche"
"altro che","other than","altro che"
"come te la cavi","how are you managing, doing","come te la cavi"
"sé","oneself, himself, herself, itself, themselves","sé"
"ciò che","thing(s) that","ciò che"
"non ce la faccio a fare le cose","I can't get things done","non ce la faccio a fare le cose"
"soprattutto","above all; especially, particularly","soprattutto"
"ognuno","everybody, everyone","ognuno"
"quello va cambiato","that needs to be changed","quello va cambiato"
"un pugno nello stomaco","","un pugno nello stomaco"
"nessuno (adj.)","no, not any, (+neg, few) any","nessuno (adj.)"
"non oso immaginare","I can't imagine","non oso immaginare"
"intanto","meanwhile, in the meantime","intanto"
"da questo lato","on this side","da questo lato"